playfield,id,name,type,faction,blocks,devices,pos,rot,core,powered,docked,touched_time,touched_ticks,touched_name,touched_id,saved_time,saved_ticks,add_info
Himalia,154001,'Thing 2',HV,[Fac   102],2427,183,1759.289 44.00487 -278.3249,0.3092631 36.31531 0.02185643,True,False,True,9/9/2017 3:30:48 PM,11433094,' FENRIS',76561197968119133,9/9/2017 4:49:07 PM,11527087,
Himalia,154001,'Thing 2',HV,[Fac   102],2427,183,1759.289 44.00487 -278.3249,0.3092631 36.31531 0.02185643,True,False,True,9/9/2017 3:30:48 PM,11433094,' FENRIS',76561197968119133,9/9/2017 10:53:18 PM,11964028,
Himalia,154001,'Thing 2',HV,[Fac   102],2427,183,1759.289 44.00487 -278.3249,0.3092631 36.31531 0.02185643,True,False,True,9/9/2017 3:30:48 PM,11433094,' FENRIS',76561197968119133,9/10/2017 12:56:22 AM,12111787,
Himalia,154001,'Thing 2',HV,[Fac   102],2427,183,1759.289 44.00487 -278.3249,0.3092631 36.31531 0.02185643,True,False,True,9/9/2017 3:30:48 PM,11433094,' FENRIS',76561197968119133,9/10/2017 6:14:38 PM,13355940,
Himalia,154001,'Thing 2',HV,[Fac   102],2427,183,1759.289 44.00487 -278.3249,0.3092631 36.31531 0.02185643,True,False,True,9/9/2017 3:30:48 PM,11433094,' FENRIS',76561197968119133,9/10/2017 6:46:39 PM,13394358,
Himalia,154001,'Thing 2',HV,[Fac   102],2427,183,1759.289 44.00487 -278.3249,0.3092631 36.31531 0.02185643,True,False,True,9/9/2017 3:30:48 PM,11433094,' FENRIS',76561197968119133,9/12/2017 1:44:45 AM,15622347,
Himalia,154001,'Thing 2',HV,[Fac   102],2427,183,1759.289 44.00487 -278.3249,0.3092631 36.31531 0.02185643,True,False,True,9/9/2017 3:30:48 PM,11433094,' FENRIS',76561197968119133,9/12/2017 4:48:22 AM,15842704,
Himalia,154001,'Thing 2',HV,[Fac   102],2427,183,1759.289 44.00487 -278.3249,0.3092631 36.31531 0.02185643,True,False,True,9/9/2017 3:30:48 PM,11433094,' FENRIS',76561197968119133,9/12/2017 4:53:21 AM,15848673,
Himalia,154001,'Thing 2',HV,[Fac   102],2427,183,1684.253 44.04119 -140.7752,0.9809638 89.63799 8.680369,True,False,True,9/12/2017 4:28:44 PM,16680909,' FENRIS',76561197968119133,9/12/2017 7:27:40 PM,16895624,
Himalia,154001,'Thing 2',HV,[Fac   102],2427,183,1756.64 44.00755 -290.7481,0.3095397 35.80741 0.02271594,True,False,True,9/12/2017 4:28:44 PM,16680909,' FENRIS',76561197968119133,9/12/2017 9:55:49 PM,17072056,
Himalia,154001,'Thing 2',HV,[Fac   102],2427,183,1756.64 44.00755 -290.7481,0.3095397 35.80741 0.02271594,True,False,True,9/12/2017 4:28:44 PM,16680909,' FENRIS',76561197968119133,9/12/2017 10:18:45 PM,17099562,
Himalia,154001,'Thing 2',HV,[Fac   102],2427,183,1756.64 44.00755 -290.7481,0.3095397 35.80741 0.02271594,True,False,True,9/12/2017 4:28:44 PM,16680909,' FENRIS',76561197968119133,9/13/2017 4:44:54 AM,17562956,
Himalia,154001,'Thing 2',HV,[Fac   102],2427,183,1756.64 44.00755 -290.7481,0.3095397 35.80741 0.02271594,True,False,True,9/12/2017 4:28:44 PM,16680909,' FENRIS',76561197968119133,9/13/2017 5:31:28 AM,17615020,
Himalia,154001,'Thing 2',HV,[Fac   102],2427,183,1756.64 44.00755 -290.7481,0.3095397 35.80741 0.02271594,True,False,True,9/12/2017 4:28:44 PM,16680909,' FENRIS',76561197968119133,9/13/2017 11:43:43 AM,18055081,
Himalia,154001,'Thing 2',HV,[Fac   102],2427,183,1756.64 44.00755 -290.7481,0.3095397 35.80741 0.02271594,True,False,True,9/12/2017 4:28:44 PM,16680909,' FENRIS',76561197968119133,9/13/2017 12:12:44 PM,18089898,
Himalia,154001,'Thing 2',HV,[Fac   102],2427,183,1756.64 44.00755 -290.7481,0.3095397 35.80741 0.02271594,True,False,True,9/12/2017 4:28:44 PM,16680909,' FENRIS',76561197968119133,9/13/2017 12:18:25 PM,18096717,
Himalia,154001,'Thing 2',HV,[Fac   102],2427,183,1756.64 44.00755 -290.7481,0.3095397 35.80741 0.02271594,True,False,True,9/12/2017 4:28:44 PM,16680909,' FENRIS',76561197968119133,9/13/2017 12:43:01 PM,18126246,
Himalia,154001,'Thing 2',HV,[Fac   102],2427,183,1756.64 44.00755 -290.7481,0.3095397 35.80741 0.02271594,True,False,True,9/12/2017 4:28:44 PM,16680909,' FENRIS',76561197968119133,9/13/2017 12:50:25 PM,18131889,
Himalia,154001,'Thing 2',HV,[Fac   102],2427,183,1756.64 44.00755 -290.7481,0.3095397 35.80741 0.02271594,True,False,True,9/12/2017 4:28:44 PM,16680909,' FENRIS',76561197968119133,9/13/2017 1:09:29 PM,18154763,
Himalia,154001,'Thing 2',HV,[Fac   102],2427,183,1756.64 44.00755 -290.7481,0.3095397 35.80741 0.02271594,True,False,True,9/12/2017 4:28:44 PM,16680909,' FENRIS',76561197968119133,9/13/2017 1:12:02 PM,18156808,
Himalia,154001,'Thing 2',HV,[Fac   102],2427,183,1756.64 44.00755 -290.7481,0.3095397 35.80741 0.02271594,True,False,True,9/12/2017 4:28:44 PM,16680909,' FENRIS',76561197968119133,9/13/2017 1:26:43 PM,18174421,
Himalia,154001,'Thing 2',HV,[Fac   102],2427,183,1756.64 44.00755 -290.7481,0.3095397 35.80741 0.02271594,True,False,True,9/12/2017 4:28:44 PM,16680909,' FENRIS',76561197968119133,9/13/2017 2:03:36 PM,18218677,
Himalia,154001,'Thing 2',HV,[Fac   102],2427,183,1756.64 44.00755 -290.7481,0.3095397 35.80741 0.02271594,True,False,True,9/12/2017 4:28:44 PM,16680909,' FENRIS',76561197968119133,9/13/2017 2:14:14 PM,18231446,
Himalia,154001,'Thing 2',HV,[Fac   102],2427,183,1756.64 44.00755 -290.7481,0.3095397 35.80741 0.02271594,True,False,True,9/12/2017 4:28:44 PM,16680909,' FENRIS',76561197968119133,9/13/2017 3:00:55 PM,18287457,
Himalia,154001,'Thing 2',HV,[Fac   102],2427,183,1756.64 44.00755 -290.7481,0.3095397 35.80741 0.02271594,True,False,True,9/12/2017 4:28:44 PM,16680909,' FENRIS',76561197968119133,9/13/2017 3:06:34 PM,18294240,
Himalia,154001,'Thing 2',HV,[Fac   102],2427,183,1756.64 44.00755 -290.7481,0.3095397 35.80741 0.02271594,True,False,True,9/12/2017 4:28:44 PM,16680909,' FENRIS',76561197968119133,9/13/2017 3:26:48 PM,18318522,
Himalia,154001,'Thing 2',HV,[Fac   102],2427,183,1756.64 44.00755 -290.7481,0.3095397 35.80741 0.02271594,True,False,True,9/12/2017 4:28:44 PM,16680909,' FENRIS',76561197968119133,9/13/2017 3:56:09 PM,18353747,
Himalia,154001,'Thing 2',HV,[Fac   102],2427,183,1756.64 44.00755 -290.7481,0.3095397 35.80741 0.02271594,True,False,True,9/12/2017 4:28:44 PM,16680909,' FENRIS',76561197968119133,9/13/2017 8:05:37 PM,18652574,
