playfield,id,name,type,faction,blocks,devices,pos,rot,core,powered,docked,touched_time,touched_ticks,touched_name,touched_id,saved_time,saved_ticks,add_info
Himalia,237011,'Base (BA)',BA,[Fac   102],1331,36,1840.287 34.84243 -185.9297,0 57.73385 0,True,False,False,9/12/2017 7:20:38 PM,16887172,'Vatirel',76561198025654783,9/12/2017 7:27:40 PM,16895624,
Himalia,237011,'Base (BA)',BA,[Fac   102],1452,40,1840.287 34.84243 -185.9297,0 57.73385 0,True,True,False,9/12/2017 9:11:05 PM,17018371,' FENRIS',76561197968119133,9/12/2017 9:55:49 PM,17072056,
Himalia,237011,'Base (BA)',BA,[Fac   102],1452,40,1840.287 34.84243 -185.9297,0 57.73385 0,True,True,False,9/12/2017 9:11:05 PM,17018371,' FENRIS',76561197968119133,9/12/2017 10:18:45 PM,17099562,
Himalia,237011,'Base (BA)',BA,[Fac   102],1452,40,1840.287 34.84243 -185.9297,0 57.73385 0,True,True,False,9/12/2017 9:11:05 PM,17018371,' FENRIS',76561197968119133,9/13/2017 4:44:54 AM,17562956,
Himalia,237011,'Base (BA)',BA,[Fac   102],1452,40,1840.287 34.84243 -185.9297,0 57.73385 0,True,True,False,9/13/2017 5:29:48 AM,17613025,'Satren',76561198124558893,9/13/2017 5:31:28 AM,17615020,
Himalia,237011,'Base (BA)',BA,[Fac   102],1452,40,1840.287 34.84243 -185.9297,0 57.73385 0,True,True,False,9/13/2017 5:29:48 AM,17613025,'Satren',76561198124558893,9/13/2017 11:43:43 AM,18055081,
Himalia,237011,'Base (BA)',BA,[Fac   102],1452,40,1840.287 34.84243 -185.9297,0 57.73385 0,True,True,False,9/13/2017 5:29:48 AM,17613025,'Satren',76561198124558893,9/13/2017 12:12:44 PM,18089898,
Himalia,237011,'Base (BA)',BA,[Fac   102],1452,40,1840.287 34.84243 -185.9297,0 57.73385 0,True,True,False,9/13/2017 5:29:48 AM,17613025,'Satren',76561198124558893,9/13/2017 12:18:25 PM,18096717,
Himalia,237011,'Base (BA)',BA,[Fac   102],1452,40,1840.287 34.84243 -185.9297,0 57.73385 0,True,True,False,9/13/2017 5:29:48 AM,17613025,'Satren',76561198124558893,9/13/2017 12:43:01 PM,18126246,
Himalia,237011,'Base (BA)',BA,[Fac   102],1452,40,1840.287 34.84243 -185.9297,0 57.73385 0,True,True,False,9/13/2017 5:29:48 AM,17613025,'Satren',76561198124558893,9/13/2017 12:50:25 PM,18131889,
Himalia,237011,'Base (BA)',BA,[Fac   102],1452,40,1840.287 34.84243 -185.9297,0 57.73385 0,True,True,False,9/13/2017 5:29:48 AM,17613025,'Satren',76561198124558893,9/13/2017 1:09:29 PM,18154763,
Himalia,237011,'Base (BA)',BA,[Fac   102],1452,40,1840.287 34.84243 -185.9297,0 57.73385 0,True,True,False,9/13/2017 5:29:48 AM,17613025,'Satren',76561198124558893,9/13/2017 1:12:02 PM,18156808,
Himalia,237011,'Base (BA)',BA,[Fac   102],1452,40,1840.287 34.84243 -185.9297,0 57.73385 0,True,True,False,9/13/2017 1:14:41 PM,18159996,'Satren',76561198124558893,9/13/2017 1:26:43 PM,18174421,
Himalia,237011,'Base (BA)',BA,[Fac   102],1452,40,1840.287 34.84243 -185.9297,0 57.73385 0,True,True,False,9/13/2017 1:14:41 PM,18159996,'Satren',76561198124558893,9/13/2017 2:03:36 PM,18218677,
Himalia,237011,'Base (BA)',BA,[Fac   102],1452,40,1840.287 34.84243 -185.9297,0 57.73385 0,True,True,False,9/13/2017 1:14:41 PM,18159996,'Satren',76561198124558893,9/13/2017 2:14:14 PM,18231446,
Himalia,237011,'Base (BA)',BA,[Fac   102],1452,40,1840.287 34.84243 -185.9297,0 57.73385 0,True,False,False,9/13/2017 1:14:41 PM,18159996,'Satren',76561198124558893,9/13/2017 3:00:55 PM,18287457,
Himalia,237011,'Base (BA)',BA,[Fac   102],1452,40,1840.287 34.84243 -185.9297,0 57.73385 0,True,False,False,9/13/2017 1:14:41 PM,18159996,'Satren',76561198124558893,9/13/2017 3:06:34 PM,18294240,
Himalia,237011,'Base (BA)',BA,[Fac   102],1452,40,1840.287 34.84243 -185.9297,0 57.73385 0,True,False,False,9/13/2017 1:14:41 PM,18159996,'Satren',76561198124558893,9/13/2017 3:26:48 PM,18318522,
Himalia,237011,'Base (BA)',BA,[Fac   102],1452,40,1840.287 34.84243 -185.9297,0 57.73385 0,True,False,False,9/13/2017 1:14:41 PM,18159996,'Satren',76561198124558893,9/13/2017 3:56:09 PM,18353747,
Himalia,237011,'Base (BA)',BA,[Fac   102],1460,40,1840.287 34.84243 -185.9297,0 57.73385 0,True,True,False,9/13/2017 7:59:49 PM,18645628,' FENRIS',76561197968119133,9/13/2017 8:05:37 PM,18652574,
