playfield,id,name,type,faction,blocks,devices,pos,rot,core,powered,docked,touched_time,touched_ticks,touched_name,touched_id,saved_time,saved_ticks,add_info
Himalia,78011,'Hover Vessel (HV)',HV,[Fac   102],1730,230,1850.72 36.15157 -190.9648,1.421873 140.1923 2.499268,True,True,False,9/6/2017 4:16:56 PM,6313220,' FENRIS',76561197968119133,9/6/2017 4:23:16 PM,6320822,
Himalia,78011,'Hover Vessel (HV)',HV,[Fac   102],1730,230,1850.72 36.15157 -190.9648,1.421873 140.1923 2.499268,True,True,False,9/6/2017 5:48:04 PM,6421261,' FENRIS',76561197968119133,9/6/2017 5:48:51 PM,6422190,
Himalia,78011,'Hover Vessel (HV)',HV,[Fac   102],1730,230,1847.916 35.91282 -189.912,359.2495 139.8468 4.589468,True,True,False,9/7/2017 12:15:11 AM,6885798,' FENRIS',76561197968119133,9/7/2017 12:18:27 AM,6889714,
Himalia,78011,'Hover Vessel (HV)',HV,[Fac   102],1727,227,1840.006 35.55784 -162.9949,1.101816 228.6227 352.4934,True,True,False,9/7/2017 8:53:19 AM,7507559,'Vatirel',76561198025654783,9/7/2017 9:00:59 AM,7516750,
Himalia,78011,'Hover Vessel (HV)',HV,[Fac   102],1727,227,1840.006 35.55784 -162.9949,1.101816 228.6227 352.4934,True,True,False,9/7/2017 8:53:19 AM,7507559,'Vatirel',76561198025654783,9/7/2017 9:29:21 AM,7550798,
Himalia,78011,'Hover Vessel (HV)',HV,[Fac   102],1727,227,1840.006 35.55784 -162.9949,1.101816 228.6227 352.4934,True,True,False,9/7/2017 8:53:19 AM,7507559,'Vatirel',76561198025654783,9/7/2017 11:01:03 AM,7659096,
Himalia,78011,'Hover Vessel (HV)',HV,[Fac   102],1729,229,1840.006 35.55784 -162.9949,1.101816 228.6227 352.4934,True,True,False,9/7/2017 3:19:49 PM,7969613,' FENRIS',76561197968119133,9/7/2017 3:21:02 PM,7971085,
Himalia,78011,'Hover Vessel (HV)',HV,[Fac   102],1729,229,1840.006 35.55784 -162.9949,1.101816 228.6227 352.4934,True,True,False,9/7/2017 3:19:49 PM,7969613,' FENRIS',76561197968119133,9/7/2017 4:22:41 PM,8045054,
Himalia,78011,'Hover Vessel (HV)',HV,[Fac   102],1729,229,1772.351 31.28395 -154.9659,6.454095 332.3686 358.5995,True,True,False,9/7/2017 8:07:44 PM,8315112,' FENRIS',76561197968119133,9/8/2017 12:41:47 AM,8643969,
Himalia,78011,'Hover Vessel (HV)',HV,[Fac   102],1729,229,1772.351 31.28395 -154.9659,6.454095 332.3686 358.5995,True,True,False,9/7/2017 8:07:44 PM,8315112,' FENRIS',76561197968119133,9/8/2017 3:37:32 AM,8854878,
Himalia,78011,'Hover Vessel (HV)',HV,[Fac   102],1729,229,1772.351 31.28395 -154.9659,6.454095 332.3686 358.5995,True,True,False,9/7/2017 8:07:44 PM,8315112,' FENRIS',76561197968119133,9/8/2017 4:22:20 AM,8908648,
Himalia,78011,'Hover Vessel (HV)',HV,[Fac   102],1729,229,1772.351 31.28395 -154.9659,6.454095 332.3686 358.5995,True,True,False,9/7/2017 8:07:44 PM,8315112,' FENRIS',76561197968119133,9/8/2017 12:04:39 PM,9463413,
Himalia,78011,'Hover Vessel (HV)',HV,[Fac   102],1729,229,1772.351 31.28395 -154.9659,6.454095 332.3686 358.5995,True,True,False,9/7/2017 8:07:44 PM,8315112,' FENRIS',76561197968119133,9/8/2017 1:50:11 PM,9586289,
Himalia,78011,'Hover Vessel (HV)',HV,[Fac   102],1729,229,1772.351 31.28395 -154.9659,6.454095 332.3686 358.5995,True,True,False,9/7/2017 8:07:44 PM,8315112,' FENRIS',76561197968119133,9/8/2017 5:00:55 PM,9815179,
Himalia,78011,'Hover Vessel (HV)',HV,[Fac   102],1729,229,1772.351 31.28395 -154.9659,6.454095 332.3686 358.5995,True,True,False,9/9/2017 10:51:09 AM,11099449,' FENRIS',76561197968119133,9/9/2017 11:34:14 AM,11151154,
Himalia,78011,'Hover Vessel (HV)',HV,[Fac   102],1729,229,1772.351 31.28395 -154.9659,6.454095 332.3686 358.5995,True,True,False,9/9/2017 10:51:09 AM,11099449,' FENRIS',76561197968119133,9/9/2017 1:37:10 PM,11296733,
Himalia,78011,'Hover Vessel (HV)',HV,[Fac   102],1729,229,1772.351 31.28395 -154.9659,6.454095 332.3686 358.5995,True,True,False,9/9/2017 4:45:20 PM,11522543,' FENRIS',76561197968119133,9/9/2017 4:49:07 PM,11527087,
Himalia,78011,'Hover Vessel (HV)',HV,[Fac   102],1729,229,1772.351 31.28395 -154.9659,6.454095 332.3686 358.5995,True,True,False,9/9/2017 4:45:20 PM,11522543,' FENRIS',76561197968119133,9/9/2017 10:53:18 PM,11964028,
Himalia,78011,'Hover Vessel (HV)',HV,[Fac   102],1729,229,1772.351 31.28395 -154.9659,6.454095 332.3686 358.5995,True,True,False,9/9/2017 4:45:20 PM,11522543,' FENRIS',76561197968119133,9/10/2017 12:56:22 AM,12111787,
Himalia,78011,'Hover Vessel (HV)',HV,[Fac   102],1729,229,1772.351 31.28395 -154.9659,6.454095 332.3686 358.5995,True,True,False,9/9/2017 4:45:20 PM,11522543,' FENRIS',76561197968119133,9/10/2017 6:14:38 PM,13355940,
Himalia,78011,'Hover Vessel (HV)',HV,[Fac   102],1729,229,1772.351 31.28395 -154.9659,6.454095 332.3686 358.5995,True,True,False,9/9/2017 4:45:20 PM,11522543,' FENRIS',76561197968119133,9/10/2017 6:46:39 PM,13394358,
Himalia,78011,'Hover Vessel (HV)',HV,[Fac   102],1729,229,1772.351 31.28395 -154.9659,6.454095 332.3686 358.5995,True,True,False,9/9/2017 4:45:20 PM,11522543,' FENRIS',76561197968119133,9/12/2017 1:44:45 AM,15622347,
